-73.989319,40.694481,115
-1.40732,50.9099,5
-96.7954,32.7781,65
-122.255,38.1008,55
-79.9975,40.4383,110
-74.005973,40.714269,15
-90.0777,29.9537,483
-118.248405,33.973951,142
-95.309789,29.813142,39
0.11142,52.2097,8
-83.060184,42.347021,17
144.966667,-37.816667,1
12.8575,56.6722,3
-73.948883,40.655071,11
-91.5238,30.9742,11
-81.5411,27.9758,21
-115.14,36.1719,10
-81.0907,32.0808,41
-72.925,41.3071,22
-88.7031,32.3651,50
-73.9469,40.8084,241
-95.309789,29.813142,37
-73.9376,40.7563,376
-83.0479,42.3317,246
-66.0641,45.2734,2
-94.1016,30.0861,1
-94.598583,39.102404,13
-100.077,31.1689,42
-97.6475,31.106,18
-83.2884,42.6369,12
-83.060184,42.347021,15
-83.003,39.962,140
-121.555406,38.380456,52
-80.1349,25.7931,6
-88.9525,39.8458,1
-2.24881,53.4796,3
-83.014,42.8026,14
100.912,4.6248,1
-64.6884,44.0555,1
-75.4525,40.187,1
-118.356,33.9618,24
-122.329,47.6036,19
-84.291723,33.772554,71
-76.9373,38.9807,4
-81.6907,41.5047,29
2.3412,48.8569,5
26.0,64.0,10
133.398,-24.9121,4
-76.6096,39.2906,97
-121.491,38.5791,78
4.39771,51.2221,1
-0.12714,51.5063,43
-0.1278328,51.5072648,11
-73.5544,45.5123,3
-73.358,40.7599,11
146.005,-36.0175,2
-120.028,38.8979,1
-73.7868,40.9197,119
-85.5901,42.9967,68
-85.9787,35.8307,1
58.6811,57.5948,4
-63.5739,44.6462,36
-85.7664,38.2549,2
-79.49156,40.21799,1
-93.9294,29.8993,133
-77.2735,18.1153,12
153.004,-28.624,1
-121.555406,38.380456,25
-91.187,30.4434,3
-81.3774,28.5382,31
-86.15,39.7669,13
-74.7267,40.1432,102
-74.478741,41.446544,27
-88.5444,44.0249,1
-90.1804,33.5171,12
-104.992,39.74,14
-117.162,32.7157,32
-85.19617,35.224212,1
-122.78,45.5868,2
-74.093323,40.623632,7
-114.95,29.866667,1
-84.97823,32.472864,2
-75.11787,40.001811,73
-72.0965,41.3564,12
-118.397,34.1649,3
-84.47405,33.844371,2
-82.582035,27.996097,20
3.14826,41.9678,1
28.9862,41.0409,9
-84.47405,33.844371,121
-122.342,37.9602,1
-121.897,37.4327,6
-73.8666667,40.85,4
-87.650052,41.850033,86
-3.02075,53.8251,12
-79.5618,33.4514,2
-76.947547,37.916613,15
-79.9316,32.7812,11
-84.47405,33.844371,110
4.6565,51.8119,11
-4.24251,55.8578,1
-63.5357,44.9438,78
-76.208521,36.895911,37
-122.339,48.4162,6
-74.005973,40.714269,36
-122.044,38.2492,1
-71.026964,42.370567,1
-79.49156,40.21799,2
-100.31,25.6708,18
-87.9068,43.0418,10
-117.651,34.0991,6
-118.002,33.6789,1
-118.248,34.1463,5
-122.223779,37.786027,116
-97.0036,28.806,11
-117.96,34.0852,2
-90.0489,35.1497,191
-73.5868,40.7571,1
-82.3886,23.1168,1
-84.4777778,37.9886111,68
-122.227,37.4842,7
-82.3232,29.652,8
-118.206,33.9563,127
-77.6045,40.9947,3
-90.1805,32.2987,27
8.68341,50.1121,14
-73.9194,40.6934,11
7.61781,51.963,1
-82.4593,27.9465,2
-83.223,32.6783,4
-84.5047,39.1064,21
-73.959,40.6517,7
-92.0171,30.2203,1
-118.335,34.0105,3
-84.2966,33.774,9
-66.1067,18.4662,10
-74.2161,40.8174,1
-74.22509,40.736101,126
-81.0452,33.9986,112
-121.587,39.145,1
-105.551,38.9979,3
-73.1358,40.8525,240
-121.943,37.8787,5
-94.7048,37.4106,2
-77.4035,37.2281,51
-0.37682,39.4692,1
-106.649,35.0842,1
-79.1428,37.414,59
-74.005973,40.714269,31
-73.4185,40.6786,44
-97.131,33.2166,7
-72.7622,41.5834,10
-93.3899,41.9383,8
-81.9912,27.8201,8
-3.22584,54.1111,1
11.1724,60.1424,1
-76.8823,40.2599,1
-7.93459,37.0164,33
-104.822,38.8335,2
-84.156,31.5808,4
-21.9025,64.1374,1
-0.1278328,51.5072648,25
-93.0933,44.9438,26
-98.309,56.9547,8
-2.43874,53.5858,12
-79.49156,40.21799,1
-84.47405,33.844371,5
-73.865,40.735,2
-73.8399,40.7811,8
140.27,36.3422,5
-119.786,36.7407,11
-118.240208,33.874815,8
114.154,22.4112,2
-103.031,23.8304,2
30.2641667,59.8944444,3
-0.74739,51.6294,44
-80.138726,25.851854,57
-121.7394444,38.545,2
-0.13414,50.8289,1
10.4542,51.1642,3
-87.9081,41.8778,38
12.5735,42.5038,2
-74.1178,4.65637,1
106.828,-6.17144,10
-66.5,18.25,2
-80.314217,25.84074,3
115.857,-31.953,15
-122.018,37.0499,4
-75.4188,39.1453,1
-77.6628,36.181,1
-2.23001,54.3141,5
-79.49533,40.219809,1
-81.202959,35.410244,1
-122.727802,37.784827,3
-97.1408,49.8994,1
-78.5882,36.312,1
-117.885359,35.187133,1
-75.9238,38.8235,12
-117.374,33.9816,7
-98.4946,29.4245,1
-74.5964,41.139,14
-122.135862,38.244889,167
-77.1512,39.0817,17
139.838,37.4876,17
24.1149,56.946,9
-83.060184,42.347021,132
-122.161,37.4447,1
-73.2467,40.7811,79
11.5775,48.1364,1
-73.7085,40.664,78
-118.472,33.9875,18
-76.2851,36.8468,45
-89.8835,30.0202,1
-74.005973,40.714269,6
5.1154,52.0889,35
-119.019,35.367,5
-117.170912,32.724103,1
-80.6101,28.3175,9
-74.267541,40.745772,47
-74.9409,40.6966,1
-80.6376,35.5041,6
-95.3630556,29.7630556,73
-76.9821,42.8664,56
-74.0102,40.675,6
-88.8194,35.6139,4
5.4246,53.1735,1
-77.5133,18.0396,46
-97.0,38.0,1
-73.8383,40.9124,59
-118.262123,33.831612,4
138.6,-34.9261,2
153.5,-28.55,1
-74.005973,40.714269,51
-119.699,34.4193,7
-78.8776,35.0545,7
-73.8084,40.7018,18
-73.8989,40.9325,91
-118.243,33.9395,4
-81.5141,41.0842,1
13.4,52.5166667,1
-80.6892,33.3544,1
-77.4723,42.5543,1
-77.751736,43.171614,114
45.3441,2.04117,3
-79.416667,43.666667,2
-76.8912,38.9309,1
-81.565,41.4696,6
-1.90845,52.4786,5
-99.6809,41.5008,2
-118.354,33.9182,53
6.1052778,50.7708333,2
-94.5831,39.103,139
-0.2919185,51.5551066,1
-93.1987,44.8793,1
-78.3926,37.302,4
-0.22942,51.4962,11
-79.023205,35.850295,97
-90.5098,30.9368,1
-73.805689,40.691492,48
-73.2492,40.7202,143
-118.527,34.047,28
-95.0918,46.63,1
-122.271,37.8699,41
-119.18,34.2003,28
-77.4336,37.5407,2
-79.950968,40.47441,3
-76.295975,36.924607,4
-73.9392,40.6887,2
-0.23443,51.561,1
-77.2419,18.3312,4
-74.4171,40.6176,8
-76.0592,36.755,6
-87.957724,42.28947,53
-112.076,33.4483,2
-92.2882,42.6447,4
-81.4067,28.2944,2
-1.983081,52.5902757,1
-83.6276,32.8397,1
-73.480765,41.075846,1
10.3921,63.431,1
-0.20594,51.5118,1
-83.3733,33.9581,1
4.34968,50.8484,1
2.333333,48.866667,1
0.55549,51.8812,29
-121.993,38.3513,1
-118.778,34.1458,2
-87.7077,42.0756,1
-87.3372,41.603,8
-74.9384,42.1497,4
-80.9819,43.3701,1
-76.6893,39.137,1
-73.866926,40.946107,17
-84.9876,32.4629,5
-78.8785,42.8854,3
-92.8296,33.587,2
-73.4196,40.8744,14
-73.6308,40.8639,4
-118.4,34.0735,1
-96.301323,32.758408,4
-84.53822,39.166759,1
6.99833,49.2315,1
-80.8375,35.2225,7
-85.3095,35.0464,8
-117.925338,33.870292,3
-81.3657,33.244,1
-87.958409,43.011264,1
-95.0245,29.564,2
7.73642,48.5851,1
-87.658544,41.902042,1
-76.562926,39.208888,3
-71.412,41.8239,3
-74.444395,40.486754,1
-117.971,33.9936,1
-83.8067,39.925,1
-2.21046,52.2109,1
-17.4519,14.6867,1
-80.8647,33.4893,1
-118.379,34.1658,1
-0.13167,51.6334,1
-83.5363,41.6538,2
1.32918,51.1269,2
-3.083333,53.4,1
-73.9748,40.895,3
-83.1314,42.4607,1
-93.7473,32.5146,1
-80.0055556,35.9555556,1
-88.3158,41.757,1
-75.0261,39.4862,1
-118.261154,33.813317,4
-81.556235,41.520052,1
18.0624,59.3322,2
-59.5333,13.1667,3
-74.2099,40.761,1
-77.0266,18.0455,1
-76.6667,18.2333,1
-76.7973,18.0157,10
-76.8,18.0,3
-76.367715,36.811498,58
-122.086,37.6712,2
-119.813,39.5274,1
-86.6807,32.6144,1
-117.16172,32.715679,2
-69.9562,41.7197,10
-86.4456,36.9946,46
-91.3982,31.5592,1
-117.319,34.4241,1
13.463,48.6964,1
-73.5872,40.6585,2
-73.805689,40.691492,2
-77.3802,35.6072,2
-74.2339,40.7272,1
-97.677,30.6379,6
-73.589,40.6786,3
-76.12036,36.844004,8
-73.7564,40.6933,6
-79.7947,36.069,13
-96.9555,32.8135,1
-93.2636111,44.98,1
-123.908,40.7335,1
-97.3356,37.687,2
-86.0641,39.4838,1
-89.990415,35.169255,16
-118.492,34.0116,1
-84.0119,43.4512,1
-74.7594,40.2179,2
-116.464,33.781,12
-74.9384,42.1497,3
-74.010241,40.702898,23
-73.8476,40.8195,1
-73.3608333,40.7538889,40
-94.419201,36.666988,103
12.6662,64.5565,1
-73.866926,40.946107,41
-122.32253,37.573485,1
-85.2651,41.4408,1
-83.6069,32.6208,1
-88.7453,38.3277,1
-88.0532,30.6864,2
-80.2462,25.941,95
-73.83,40.7636,2
-84.47405,33.844371,9
-87.2172,30.4208,1
-74.093323,40.623632,4
-98.494621,29.42449,3
-118.285,34.0448,1
-43.1039,-22.8808,1
-79.8654,40.3515,1
-87.8524,42.4288,3
-71.026964,42.370567,2
-73.8666667,40.85,46
-123.133333,49.25,2
-118.388,33.8445,2
-118.168135,33.803448,1
-96.4633,32.0916,8
-71.1612,42.7103,17
-97.1495,31.5718,1
-84.2806,30.4398,7
-115.967051,34.839964,10
19.1343,51.9189,2
-79.49533,40.219809,8
-63.59,44.6941,1
-84.395,33.7603,1
-79.7741667,34.9391667,2
-80.239996,25.728662,9
-83.0285,42.5111,2
-72.3361,43.3742,2
-84.4157,33.5722,2
-91.185607,30.44924,1
-72.2333,18.5833,80
-86.0072,34.0148,5
-80.520304,35.079221,1
