topic,feature,value
0,artist413,-0.0135097578656
0,artist412,-0.0310707684705
0,artist81,0.0196654973294
0,artist80,0.0455276961989
0,artist419,-0.00326582033208
0,artist84,0.0289592052479
0,artist86,0.0182731790457
0,artist1615,-0.0395637424999
0,artist1512,-0.0884633945376
0,artist1510,-0.00851994721084
0,artist1516,0.0353034210446
0,artist1517,-0.00673893091671
0,artist1514,-0.0126754049069
0,artist1518,-0.0149246572295
0,artist1519,-0.0116383694687
0,artist529,0.0207975098925
0,artist528,-0.283484346015
0,artist521,0.103938497744
0,artist520,0.105203254012
0,artist523,0.0366038203115
0,artist522,0.0465712258516
0,artist525,-0.0324466285805
0,artist524,0.000309919445381
0,artist527,-0.0513142509967
0,artist1198,-0.0485140679566
0,artist1199,-0.0891647841458
0,artist1196,-0.0198592859507
0,artist1197,-0.0108443714226
0,artist1194,0.0142904199478
0,artist1195,-0.0252723899741
0,artist1192,-0.041426346448
0,artist1190,-0.0168868925931
0,artist662,-0.086048400353
0,artist663,-0.0266425421719
0,artist660,-0.092224667356
0,artist661,-0.0385438663354
0,artist666,-0.0382450688448
0,artist1423,-0.0302895064255
0,artist664,0.0380018569144
0,artist665,0.0181888756299
0,artist668,0.0806118118099
0,artist669,0.0096319758713
0,artist1428,0.00977344249501
0,artist1429,0.00081332566995
0,location414,-0.0016724008988
0,artist1738,-0.0101978880462
0,artist1739,-0.0521044397851
0,artist1732,-0.00498033064669
0,artist1733,0.0230246092253
0,artist1730,-0.0127029030004
0,artist1731,-0.0243423476102
0,artist1734,-0.142082467444
0,artist797,0.0333295395144
0,artist794,0.0104105019332
0,artist795,0.178447548155
0,artist792,0.00706444391039
0,artist793,0.000995657517438
0,artist790,0.440129773854
0,artist798,0.0195641389889
0,artist799,0.0253628310207
0,location8,-0.0186542637425
0,location9,-0.0527678324427
0,location6,-0.0599599903804
0,location7,-0.31657812505
0,location4,-0.322920841972
0,location5,0.0237503916556
0,location2,-0.28973198676
0,location3,0.0743285679813
0,location1,0.0477196026626
0,artist248,-0.00818248019075
0,artist249,-0.0817750835602
0,artist245,-0.0968985014224
0,artist246,-0.00205942252795
0,artist247,-0.019796947727
0,artist240,0.0405113455275
0,artist241,-0.0125916115488
0,artist242,-0.0256212302357
0,artist243,-0.0733898490992
0,artist330,0.20659050963
0,artist331,0.0117485066463
0,artist333,0.177808408001
0,artist334,0.0345600191561
0,artist335,0.0717536403173
0,artist336,-0.0262812848245
0,artist337,-0.0936677251161
0,artist338,0.0586432983168
0,artist339,0.275522995678
0,location309,-0.0541897782637
0,location308,0.0550473542919
0,location307,0.200058255893
0,location306,0.16647454269
0,location305,-0.0278809251723
0,location304,-0.0424555403965
0,location303,0.0168391929546
0,location302,0.0012004437309
0,location301,-0.0192545723885
0,location300,-0.0327265855101
0,artist1141,-0.0170155562111
0,artist1065,-0.0229078993878
0,artist1063,0.0992849256723
0,location413,-0.168193260427
0,location412,-0.0117795375921
0,location411,0.00706100429014
0,location417,-0.0252723899741
0,location416,0.0142904199478
0,location415,0.0500409564062
0,artist1140,-0.0216364398749
0,location419,-0.0593584393793
0,location418,-0.0198592859507
0,artist1415,-0.0165270942773
0,artist1143,0.00628620384598
0,artist1414,-0.029244997847
0,artist1413,-0.0231211089184
0,artist1144,-0.00154203403006
0,artist1411,-0.106184015483
0,artist632,-0.0118330679158
0,artist882,-0.0446790228008
0,artist883,-0.00986743805485
0,artist881,-0.00377399059183
0,artist886,0.0109268880228
0,artist887,-0.255694418506
0,artist884,0.00134713485097
0,artist885,0.0185083006782
0,artist888,-0.0276557633018
0,artist889,0.00651552753744
0,location511,0.03289342895
0,location526,0.132917212274
0,location525,-0.00582902318997
0,location523,0.00790997013205
0,location522,-0.0070622891221
0,location521,0.0326396346586
0,location520,-0.0229995869641
0,location528,-0.0062921733459
0,artist269,-0.43350203028
0,artist1218,-0.0227318529529
0,artist1215,-0.032883224445
0,artist1214,0.00062534745935
0,artist1217,-0.0119519175384
0,artist1210,0.00637835787292
0,artist1213,-0.0204065867952
0,artist406,0.0206607732926
0,artist407,0.0145325560182
0,artist404,0.0198866668055
0,artist402,-0.0554166836971
0,artist400,-0.0399059260076
0,artist401,-0.0296350306149
0,artist408,-0.0833352344728
0,artist409,0.0735859316311
0,artist1501,0.270366568852
0,artist1500,0.038332496524
0,artist1502,-0.0273914303558
0,artist1504,-0.0778991651501
0,artist1507,-0.00788432439587
0,artist1509,-0.201207337801
0,artist539,-0.00382470862349
0,artist532,-0.0885959363385
0,artist533,-0.0226214420357
0,artist530,0.0217020265694
0,artist531,-0.0435818378537
0,artist536,-0.164530616575
0,artist537,0.0387764199714
0,artist535,-0.0290763158157
0,artist1189,0.0105997116944
0,artist1188,-0.051986905691
0,artist1184,-0.0016724008988
0,artist1187,0.0190829762369
0,artist1186,-0.0199282632288
0,artist1180,-0.0506703634262
0,artist1183,-0.168193260427
0,artist1182,-0.0117795375921
0,artist657,0.00671614496439
0,artist656,-0.0175181704145
0,artist655,0.0844422856543
0,artist654,-0.0093786700709
0,artist653,0.0282592877414
0,artist652,0.0285072702516
0,artist651,0.0398732101112
0,artist650,-0.0386735309221
0,artist1438,0.0493679155605
0,artist658,-0.108733511644
0,artist1729,-0.0355239117827
0,artist1721,-0.0266804303003
0,artist1720,-0.113725070297
0,artist1723,0.152019842452
0,artist1722,0.0198468221168
0,artist1724,-0.023304231016
0,artist1727,-0.00209465062527
0,artist1726,0.0229077453406
0,artist714,-0.0292567270102
0,artist1700,-0.00513668739228
0,artist1707,0.0114065557592
0,artist1706,0.0496175446413
0,artist347,0.0134269469669
0,artist341,0.00336965173273
0,artist340,0.234819531781
0,artist343,0.0860391297121
0,artist349,0.198314893064
0,artist348,0.0175228314805
0,location319,-0.0909645081058
0,location314,0.0333295395144
0,location316,-0.0342878677364
0,location317,0.0307341377404
0,location310,0.0645407789076
0,location311,0.440129773854
0,location312,0.0104105019332
0,location313,0.178447548155
0,artist1526,-0.00268342176942
0,artist1358,0.00610058680052
0,artist1359,0.017132533908
0,location400,-0.0103097288549
0,location401,0.0365282599232
0,location402,0.0344154843855
0,location404,0.0438159012273
0,location405,0.0828864793514
0,location406,0.0223578650154
0,location407,-0.0227380834041
0,location408,-0.111403343
0,location409,-0.062769404877
0,location534,0.00455713405471
0,location535,0.0141790313757
0,location536,-0.0522375066027
0,location537,-0.00698108340965
0,location530,0.0367386795683
0,location531,0.0120188291044
0,location533,-0.134126123443
0,location538,0.0326640530083
0,location539,0.02692168998
0,artist1220,0.0152577286677
0,artist1221,-0.0375358139594
0,artist1222,-0.0016339705981
0,artist1223,-0.0875503940009
0,artist1228,0.0415235484852
0,artist1229,-0.0310189588444
0,artist439,-0.0438387909117
0,artist438,-0.142443566455
0,artist433,0.00852622415656
0,artist431,-0.0701078755397
0,artist437,0.017956096452
0,artist434,0.0370826196065
0,artist1084,0.0204257149892
0,artist1087,0.406370245617
0,artist1080,0.0456024466766
0,artist1081,-0.0697071072051
0,artist1083,-0.197823359364
0,artist1088,-0.0405154877995
0,artist1089,0.298979701536
0,artist1534,-0.0259454480675
0,artist1535,0.0808739586058
0,artist1536,-0.0099878320017
0,artist1537,-0.0626071416676
0,artist1530,0.0160419649754
0,artist1531,0.00743604720529
0,artist1532,-0.0512805299374
0,artist1533,0.0125191098732
0,artist1538,0.03289342895
0,artist1539,0.0186536124175
0,artist509,0.0945600071759
0,artist506,-0.0575740421366
0,artist505,-0.00719189018273
0,artist504,0.0235419308323
0,artist620,0.00636245918519
0,artist502,0.046162432425
0,artist501,-0.044839890437
0,artist500,0.00692487763258
0,artist648,-0.0051268595132
0,artist649,0.0513346907869
0,artist1158,-0.00202002437632
0,artist1159,0.0344154843855
0,artist1152,-0.0103097288549
0,artist1153,0.0365282599232
0,artist1150,0.0118103763066
0,artist1151,0.0560789471111
0,artist1156,-0.0036137497372
0,artist1405,-0.010289968435
0,artist1154,-0.00539335801697
0,artist1155,0.0118110195927
0,artist1719,-6.07714534014e-05
0,artist1714,0.00434837987307
0,artist1715,-0.0447177475313
0,artist1717,-0.128786628409
0,artist1710,-0.248101025158
0,artist1711,-0.0305213647859
0,artist1712,-0.338431868494
0,location147,0.00786961515656
0,artist356,-0.0129212848764
0,artist357,0.119596340335
0,artist354,-0.0316103703022
0,artist355,-0.0114054016758
0,artist352,0.0118497609839
0,artist353,0.0377780748632
0,artist351,0.0180356884324
0,artist359,0.0149443546092
0,location321,0.0107996053012
0,location323,0.082572961551
0,location322,0.0739019502169
0,location325,-0.00979794621241
0,location324,0.0330835554116
0,location327,-0.0817829038886
0,location326,-0.0213991381418
0,location328,0.00242543720027
0,location185,-0.00326582033208
0,location184,0.0738468137026
0,location187,0.0086264389353
0,location186,-0.00480631560092
0,location181,0.00565368393891
0,location180,0.0735859316311
0,location183,-0.0135097578656
0,location188,0.0166777129755
0,location435,-0.0262350769058
0,location434,0.000326546563725
0,location437,0.0096165128015
0,location430,-0.0675960584748
0,location433,-0.0166540595376
0,location432,-0.0155842897995
0,location439,0.00648962089139
0,location438,0.0183773681468
0,location509,-0.0129878082003
0,location501,-0.00470522403517
0,location500,-0.0359547372268
0,location503,-0.230929527607
0,location505,-0.00163389924823
0,location504,-0.13352802635
0,location506,-0.00851994721084
0,artist1237,-0.0155842897995
0,artist1236,0.0316452495026
0,artist1233,-0.0454022350609
0,artist1232,-0.0193135127703
0,artist1231,-0.00894120289102
0,artist1230,-0.0190908751912
0,artist1239,-0.0436133929949
0,artist1238,-0.0166540595376
0,artist716,0.0832650631972
0,artist428,0.0086264389353
0,artist429,-0.014280309113
0,artist424,0.00630140049512
0,artist420,0.0478258576947
0,artist421,-0.00480631560092
0,artist422,0.00628248063337
0,artist1302,-0.0658698051958
0,artist715,0.00281123687613
0,artist712,-0.0585675474257
0,artist713,0.0275129314282
0,artist710,-0.0249864496336
0,artist38,0.0184837761913
0,artist39,0.000396690875087
0,artist1529,-0.0224790348582
0,artist1528,-0.0129878082003
0,artist1434,-0.00857194058582
0,artist30,-0.0172278311061
0,artist31,-0.0358686504801
0,artist1521,-0.0746807548454
0,artist33,-0.0620503706039
0,artist35,0.0110836342813
0,artist36,-0.0709312838699
0,artist1524,-0.0237327110765
0,artist1436,-0.0300970191088
0,artist1309,0.0500409564062
0,artist1431,-0.0031963801709
0,artist1308,0.03751491528
0,artist1430,-0.0133676396046
0,artist510,-0.0365456272003
